,Gia,Nha_ve_sinh,So_phong,Huong,Chieu_dai,Rong,Giay_to,Dien_tich,Dien_tich_su_dung,Hem_rong,Duong_mat_tien,Duong,Phuong,Quan,So_lau,Tang_thuong,Gac_lung,Tang_ham,Gan_cho,Gan_truong,Gan_congvien,Gan_mat_tien,Di_chuyen,Thoang,an_ninh,2_duong_chinh,2_hem,binned
1952,6700,3,6,Đ.Bắc,6.5,3.8,Sổ hồng,48.1,149.4,6.4,0,ngô gia tự,Phường 4,Quận 10,1,0,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
1953,9600,4,4,Đ.Nam,3.65,8.9,Sổ hồng,33.3,142.3,6.0,0,hậu giang,Phường 4,Quận Tân Bình,2,0,1,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
1954,6200,2,2,Đ.Nam,12.79,2.89,Sổ hồng,38.8,77.6,8.0,1,tuy lý vương,Phường 13,Quận 8,1,0,0,0,0,0,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
1955,16000,4,5,Đ.Nam,16.3,3.2,Sổ hồng,47.8,123.6,7.0,0,cao thắng,Phường 3,Quận 3,2,1,0,0,1,1,0,0,0,0,0,0,0,"(10000.0, 20000.0]"
1956,4400,2,2,Đ.Bắc,11.9,3.1,Sổ hồng,36.9,53.7,2.0,0,thích quảng đức,Phường 5,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
1957,9000,6,4,Bắc,9.45,5.0,Sổ hồng,47.8,298.9,8.0,1,nghĩa hòa,Phường 6,Quận Tân Bình,2,1,1,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
1958,5200,5,5,Đ.Nam,15.0,4.0,Sổ hồng,59.4,197.2,4.0,0,số 13a,Phường Bình Hưng Hòa A,Quận Bình Tân,2,1,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
1959,2800,3,4,T.Bắc,10.0,3.0,Sổ hồng,30.0,90.0,2.5,0,mễ cốc,Phường 15,Quận 8,2,1,0,0,1,1,0,1,0,0,1,0,0,"(900.0, 4000.0]"
1960,5200,2,5,Đông,16.0,4.0,Sổ hồng,64.0,64.0,5.0,0,số 11,Phường Linh Xuân,Quận Thủ Đức,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
1961,4300,3,3,T.Nam,13.65,3.75,Sổ hồng,44.9,105.3,2.5,0,phú định bến phú định,Phường 16,Quận 8,2,0,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
1962,5500,4,3,T.Nam,7.82,5.4,Sổ hồng,42.2,96.5,4.89,0,nguyễn văn dung,Phường 6,Quận Gò Vấp,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
1963,3700,2,3,Đông,11.0,3.0,Sổ hồng,25.2,49.9,3.0,0,trần thái tông,Phường 15,Quận Tân Bình,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
1964,13500,4,4,Đ.Nam,18.24,11.76,Sổ hồng,200.0,195.5,4.0,0,đặng văn bi,Phường Bình Thọ,Quận Thủ Đức,1,0,0,0,1,1,0,0,1,0,0,0,0,"(10000.0, 20000.0]"
1966,2900,2,1,Đ.Bắc,12.28,3.03,Sổ hồng,40.0,84.5,4.0,0,huỳnh tấn phát,Thị trấn Nhà Bè,Huyện Nhà Bè,1,1,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
1967,45000,5,5,T.Bắc,27.07,8.68,Sổ hồng,233.6,74.0,3.0,0,số 9,Phường An Phú,Quận 2,2,0,0,0,1,1,1,1,1,1,1,0,0,"(20000.0, 50000.0]"
1968,22000,2,4,T.Nam,43.8,2.68,Sổ hồng,231.7,119.3,30.0,1,số 13,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,0,0,0,1,1,1,0,1,0,1,0,0,"(20000.0, 50000.0]"
1969,8300,8,7,Bắc,11.24,4.8,Sổ hồng,50.9,184.0,6.0,0,vạn kiếp,Phường 3,Quận Bình Thạnh,3,1,1,0,1,1,0,0,1,1,0,0,0,"(4000.0, 10000.0]"
1970,3500,2,2,T.Bắc,21.89,5.76,Sổ hồng,103.0,111.1,6.0,0,nguyễn văn tạo,Xã Long Thới,Huyện Nhà Bè,1,0,0,0,1,1,1,1,1,1,1,0,1,"(900.0, 4000.0]"
1971,2400,3,4,Bắc,9.12,3.0,Sổ hồng,30.0,79.0,3.8,0,phú định,Phường 16,Quận 8,2,0,0,1,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
1972,13700,3,3,Đ.Nam,19.35,4.2,Sổ hồng,65.2,126.0,5.0,0,huỳnh văn bánh,Phường 14,Quận Phú Nhuận,2,0,0,0,1,1,0,0,1,0,1,0,0,"(10000.0, 20000.0]"
1973,9200,4,4,Đ.Nam,18.0,6.5,Sổ hồng,104.5,87.2,2.8,0,số 5,Xã Phong Phú,Huyện Bình Chánh,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
1974,11700,2,3,Đ.Nam,11.0,3.45,Sổ hồng,28.9,101.7,10.0,1,vĩnh viễn,Phường 6,Quận 10,2,1,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
1975,8800,3,4,Không xác định,11.0,4.0,Sổ hồng,41.4,156.6,3.0,0,nguyễn văn đậu,Phường 11,Quận Bình Thạnh,3,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
1976,3700,2,2,T.Nam,9.35,4.16,Sổ hồng,36.5,73.0,1.65,0,âu dương lân,Phường 3,Quận 8,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
1977,15500,4,3,Đ.Nam,13.0,4.0,Sổ hồng,51.3,201.7,4.2,0,trần đình xu,Phường Nguyễn Cư Trinh,Quận 1,2,1,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
1978,3900,2,2,T.Bắc,12.39,3.0,Sổ hồng,36.8,78.0,3.8,0,lê đức thọ,Phường 16,Quận Gò Vấp,1,1,0,0,1,1,0,1,1,0,0,0,0,"(900.0, 4000.0]"
1979,4500,2,2,T.Nam,14.8,4.04,Sổ hồng,60.3,86.7,2.8,0,số 8,Phường 11,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
1980,5200,3,3,Đ.Nam,12.35,3.7,Sổ hồng,47.0,142.9,2.0,0,quang trung,Phường 10,Quận Gò Vấp,2,1,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
1981,17000,2,3,T.Nam,11.52,26.2,Sổ đỏ,258.2,151.8,3.0,0,lê quang định,Phường 1,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
1982,10900,5,5,Đ.Nam,14.0,4.1,Sổ hồng,55.6,96.0,4.6,0,huỳnh văn bánh,Phường 13,Quận Phú Nhuận,2,1,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
1983,5500,3,5,Đông,11.77,3.75,Sổ hồng,44.4,145.4,3.6,0,nguyễn duy cung,Phường 12,Quận Gò Vấp,2,1,1,0,1,1,1,1,1,0,0,0,0,"(4000.0, 10000.0]"
1985,17000,6,4,Bắc,20.0,10.0,Sổ hồng,204.6,350.0,8.0,1,số 6,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
1986,4900,3,2,Đ.Nam,9.61,3.0,Sổ hồng,28.7,84.3,5.38,0,phạm văn chí,Phường 7,Quận 6,2,0,0,0,1,0,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
1989,5400,3,4,Đông,10.97,2.89,Sổ hồng,28.2,56.4,32.7,1,trần phú,Phường 4,Quận 5,2,0,0,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
1990,5500,1,2,T.Nam,8.6,3.35,Sổ hồng,25.1,22.6,6.0,0,trần bình trọng,Phường 1,Quận 5,1,0,0,0,0,0,0,0,1,0,0,0,0,"(4000.0, 10000.0]"
1991,23300,2,5,Bắc,11.5,6.7,Sổ hồng,86.0,140.1,4.0,0,cống quỳnh,Phường Nguyễn Cư Trinh,Quận 1,1,0,0,0,1,1,0,0,0,1,0,0,0,"(20000.0, 50000.0]"
1993,3400,2,2,T.Nam,9.7,4.0,Sổ hồng,39.2,67.5,2.5,0,huỳnh tấn phát,Phường Tân Phú,Quận 7,1,0,0,0,1,1,0,1,0,1,1,0,1,"(900.0, 4000.0]"
1994,5600,2,2,Đ.Bắc,13.52,4.0,Sổ hồng,56.4,112.8,2.0,0,thống nhất,Phường 11,Quận Gò Vấp,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
1995,2100,2,2,Đông,9.03,2.6,Sổ hồng,20.1,48.0,2.5,0,hoà bình,Phường Hiệp Tân,Quận Tân Phú,1,0,0,0,1,1,0,0,1,0,1,0,0,"(900.0, 4000.0]"
1996,12500,5,4,Đ.Nam,16.45,4.05,Sổ hồng,60.8,181.2,8.0,1,trần khắc chân,Phường 9,Quận Phú Nhuận,2,1,1,0,1,1,0,1,0,0,0,0,0,"(10000.0, 20000.0]"
1997,2800,2,1,Đ.Bắc,2.98,5.0,Sổ hồng,15.9,31.8,1.0,0,trần đình xu,Phường Cầu Kho,Quận 1,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
1999,7000,4,7,Bắc,18.99,3.11,Sổ hồng,66.9,243.2,6.0,0,ba đình,Phường 10,Quận 8,3,0,1,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
2000,3600,2,3,T.Bắc,7.09,4.12,Sổ hồng,34.2,67.8,6.0,1,số 19,Phường Hiệp Bình Phước,Quận Thủ Đức,1,1,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
2001,5600,2,3,Đ.Bắc,14.02,5.32,Sổ hồng,74.8,180.0,3.0,0,số 16,Phường Bình Trưng Đông,Quận 2,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2002,3200,2,2,Đ.Bắc,13.0,4.5,Sổ hồng,56.8,118.5,2.0,0,bến vân đồn,Phường 2,Quận 4,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
2003,7900,3,5,Nam,21.75,4.02,Sổ hồng,86.2,90.1,12.0,1,lê văn lương,Xã Phước Kiển,Huyện Nhà Bè,2,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2004,19000,2,4,Đ.Bắc,30.55,12.19,Sổ hồng,262.2,259.2,12.0,1,lê thị riêng,Phường Thới An,Quận 12,1,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
2006,7200,2,3,T.Nam,15.3,5.07,Sổ hồng,77.6,72.0,12.0,1,số 8,Phường Tăng Nhơn Phú B,Quận 9,1,0,0,0,1,1,1,1,1,1,0,0,0,"(4000.0, 10000.0]"
2007,8600,16,16,T.Bắc,17.31,10.44,Sổ hồng,179.3,315.1,5.0,0,số 13,Phường Linh Xuân,Quận Thủ Đức,1,0,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
2008,1600,1,2,T.Bắc,4.28,3.29,Sổ hồng,13.7,27.4,1.2,0,tạ quang bửu,Phường 3,Quận 8,1,0,1,0,1,1,0,1,1,0,1,0,0,"(900.0, 4000.0]"
2009,5500,3,3,Đông,8.88,3.21,Sổ hồng,23.0,40.0,3.3,0,tô hiến thành,Phường 15,Quận 10,2,1,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
2010,9500,9,8,Tây,17.0,3.6,Sổ hồng,59.0,210.8,3.5,0,phạm văn hai,Phường 3,Quận Tân Bình,3,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2012,7700,4,4,T.Bắc,4.7,5.6,Sổ hồng,26.3,130.0,3.0,0,nguyễn trãi,Phường Nguyễn Cư Trinh,Quận 1,2,1,1,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
2013,2400,3,4,T.Bắc,10.06,3.4,Sổ hồng,34.2,119.7,6.0,0,huỳnh tấn phát,Xã Phú Xuân,Huyện Nhà Bè,2,1,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
2015,4200,3,2,Đ.Nam,9.35,3.0,Sổ hồng,28.1,72.0,2.0,0,xóm chiếu,Phường 14,Quận 4,2,1,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
2016,3600,2,2,Đ.Nam,6.1,2.97,Sổ hồng,18.0,54.0,2.37,0,bùi viện,Phường Phạm Ngũ Lão,Quận 1,2,0,0,0,1,0,1,0,1,0,0,0,0,"(900.0, 4000.0]"
2017,11000,5,4,T.Nam,21.0,4.0,Sổ hồng,84.0,214.8,10.0,1,tô ký,Phường Tân Chánh Hiệp,Quận 12,2,0,0,0,0,0,0,0,0,0,0,0,0,"(10000.0, 20000.0]"
2018,9200,10,10,Đ.Nam,15.6,6.8,Sổ hồng,56.0,177.0,10.0,0,bình thới,Phường 10,Quận 11,1,1,1,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
2019,14000,3,4,Nam,10.0,4.0,Sổ hồng,40.0,91.0,4.0,0,số 30,Phường 10,Quận 6,2,1,0,0,1,1,0,0,1,1,1,0,0,"(10000.0, 20000.0]"
2020,12300,4,4,T.Bắc,20.0,6.0,Sổ hồng,120.0,223.4,8.0,1,hồng kỳ,Phường Cát Lái,Quận 2,2,0,0,0,1,1,0,0,1,1,1,0,0,"(10000.0, 20000.0]"
2021,5800,2,4,T.Bắc,9.7,3.1,Sổ hồng,29.6,89.5,4.0,0,nguyễn tiểu la,Phường 8,Quận 10,2,0,1,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
2022,1700,2,2,T.Bắc,4.0,3.0,Sổ hồng,12.0,22.0,2.0,0,bến vân đồn,Phường 1,Quận 4,1,0,0,0,1,1,1,1,1,1,0,0,0,"(900.0, 4000.0]"
2023,7000,5,5,T.Nam,17.0,4.0,Sổ hồng,66.2,207.3,8.0,0,số 1,Phường An Lạc,Quận Bình Tân,2,0,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
2024,1800,1,1,Đ.Bắc,4.05,2.96,Sổ hồng,12.1,70.1,40.0,1,trần xuân soạn,Phường Tân Hưng,Quận 7,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
2027,8000,2,3,Bắc,21.0,3.45,Sổ hồng,71.4,114.5,4.0,0,xô viết nghệ tĩnh,Phường 26,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2029,4300,2,3,Đ.Bắc,2.14,9.14,Sổ hồng,31.2,78.8,1.0,0,pasteur,Phường 8,Quận 3,2,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
2030,12500,8,6,T.Nam,17.75,4.0,Sổ hồng,71.0,388.4,7.0,0,tô hiệu,Phường Hiệp Tân,Quận Tân Phú,3,1,1,0,1,1,1,0,0,0,1,0,0,"(10000.0, 20000.0]"
2031,5300,5,4,T.Bắc,16.75,4.0,Sổ hồng,67.0,204.0,6.0,0,đào tông nguyên,Thị trấn Nhà Bè,Huyện Nhà Bè,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
2032,9500,3,5,Bắc,7.5,6.0,Sổ hồng,38.8,97.6,3.4,0,trần khắc chân,Phường Tân Định,Quận 1,1,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2033,6300,6,6,Đ.Bắc,11.78,3.5,Sổ hồng,44.3,155.1,3.5,0,khánh hội,Phường 4,Quận 4,2,1,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
2034,7100,5,4,Đông,14.33,4.22,Sổ hồng,54.0,200.0,8.0,0,phạm văn chiêu,Phường 9,Quận Gò Vấp,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2035,7500,4,4,Đ.Bắc,9.5,4.1,Sổ hồng,41.2,181.3,3.0,0,lý chính thắng,Phường 8,Quận 3,3,0,0,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
2036,5900,3,2,Đ.Bắc,6.16,3.2,Sổ hồng,19.9,40.7,6.0,0,tô hiến thành,Phường 12,Quận 10,2,0,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
2037,7500,3,4,Tây,15.2,4.1,Sổ hồng,61.8,104.2,4.75,0,nguyễn xí,Phường 13,Quận Bình Thạnh,2,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2039,3000,3,3,Tây,9.0,4.0,Sổ hồng,36.9,90.3,2.0,0,huỳnh tấn phát,Phường Tân Thuận Đông,Quận 7,1,0,1,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
2040,6200,2,3,Đ.Nam,10.15,2.95,Sổ hồng,23.4,81.9,3.34,0,nguyễn cảnh chân,Phường Cầu Kho,Quận 1,2,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2041,6400,2,2,Đ.Nam,11.6,3.2,Sổ hồng,37.1,112.8,12.0,1,trần đình xu,Phường Nguyễn Cư Trinh,Quận 1,1,0,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
2042,9400,7,6,Đ.Bắc,7.01,3.76,Sổ hồng,30.4,122.1,1.2,0,bùi viện,Phường Phạm Ngũ Lão,Quận 1,2,1,1,0,1,1,0,1,0,1,1,0,0,"(4000.0, 10000.0]"
2043,3000,3,4,Bắc,11.3,3.0,Sổ hồng,33.0,132.0,7.0,0,lê văn lương,Xã Phước Kiển,Huyện Nhà Bè,2,1,0,0,1,1,1,1,1,0,1,0,0,"(900.0, 4000.0]"
2044,6000,3,3,Đ.Nam,7.0,3.7,Sổ hồng,24.5,102.4,2.0,0,nguyễn thiện thuật,Phường 2,Quận 3,2,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2045,30500,14,20,T.Nam,11.2,13.65,Sổ hồng,154.2,461.3,12.0,1,tô hiệu,Phường Hiệp Tân,Quận Tân Phú,3,0,0,0,1,1,1,1,1,0,1,0,0,"(20000.0, 50000.0]"
2046,17000,5,4,T.Nam,14.3,4.85,Sổ hồng,28.0,97.4,20.0,1,cách mạng tháng tám,Phường 13,Quận 10,2,0,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
2047,6800,5,4,Đ.Nam,13.42,4.0,Sổ hồng,53.3,206.9,6.0,0,số 27,Phường Hiệp Bình Chánh,Quận Thủ Đức,2,1,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2048,2200,2,1,Đông,7.3,3.56,Sổ hồng,21.7,25.7,2.0,0,văn thân,Phường 8,Quận 6,1,0,0,0,1,0,1,0,1,1,1,1,0,"(900.0, 4000.0]"
2049,5200,2,3,Bắc,9.1,3.5,Sổ hồng,30.8,103.8,3.7,0,hậu giang,Phường 5,Quận 6,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2050,1600,2,2,T.Bắc,6.0,2.6,Sổ hồng,12.8,38.4,2.5,0,đoàn văn bơ,Phường 14,Quận 4,2,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
2051,3600,1,1,Đ.Bắc,7.8,4.33,Sổ hồng,34.2,68.3,4.64,0,hồng bàng,Phường 12,Quận 6,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
2052,9000,2,3,T.Bắc,19.0,3.0,Sổ hồng,57.5,93.8,4.7,0,phan đình phùng,Phường 1,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2053,13500,4,7,Đ.Bắc,20.0,3.25,Sổ hồng,61.0,223.0,5.0,0,lý chính thắng,Phường 8,Quận 3,3,0,0,0,1,1,1,0,0,0,0,0,0,"(10000.0, 20000.0]"
2054,3000,2,2,T.Nam,5.0,3.2,Sổ hồng,16.0,32.0,1.6,0,nguyễn thượng hiền,Phường 5,Quận Phú Nhuận,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
2055,16000,5,3,Đ.Nam,18.43,4.55,Sổ hồng,77.8,250.0,4.0,0,điện biên phủ,Phường 11,Quận 10,2,1,0,0,1,1,1,1,1,1,1,0,0,"(10000.0, 20000.0]"
2056,5500,2,3,T.Nam,14.85,4.25,Sổ hồng,63.3,151.6,3.0,0,phạm văn bạch,Phường 15,Quận Tân Bình,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
2057,2700,2,2,T.Bắc,9.69,3.13,Sổ hồng,30.9,46.2,4.5,0,mễ cốc,Phường 15,Quận 8,1,0,0,0,1,0,1,0,1,0,0,0,0,"(900.0, 4000.0]"
2058,3800,1,1,T.Bắc,7.95,3.1,Sổ hồng,23.5,48.9,3.5,0,đoàn văn bơ,Phường 9,Quận 4,1,0,0,0,1,1,0,0,1,0,0,0,0,"(900.0, 4000.0]"
2059,6800,2,4,Đông,18.0,3.7,Sổ hồng,66.3,123.1,2.0,0,mai văn ngọc,Phường 10,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2060,14000,4,4,T.Bắc,14.37,8.28,Sổ hồng,124.3,157.0,4.0,0,bình đông,Phường 14,Quận 8,2,0,0,0,1,0,1,0,0,1,1,1,0,"(10000.0, 20000.0]"
2061,5200,4,4,Đ.Nam,11.12,3.03,Sổ hồng,32.3,208.4,3.0,0,lê quang định,Phường 11,Quận Bình Thạnh,2,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
2062,3100,2,2,T.Nam,8.1,3.2,Sổ hồng,27.2,54.5,1.3,0,cư xá phú lâm a,Phường 12,Quận 6,1,0,0,0,1,1,0,1,0,1,0,0,0,"(900.0, 4000.0]"
2063,14000,3,3,Bắc,9.35,3.71,Sổ hồng,34.8,131.1,8.0,1,số 2,Phường 4,Quận 3,3,0,0,0,1,1,0,0,0,0,0,0,0,"(10000.0, 20000.0]"
2064,19000,3,4,Nam,17.78,4.25,Sổ hồng,74.8,120.0,16.0,1,trang tử,Phường 14,Quận 5,2,0,1,0,1,1,0,0,1,0,1,0,0,"(10000.0, 20000.0]"
2065,9200,5,5,Đ.Bắc,23.82,7.04,Sổ hồng,93.2,254.2,4.4,0,bình trị đông,Phường Bình Trị Đông,Quận Bình Tân,3,0,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
2066,6500,1,2,T.Nam,8.06,3.88,Sổ hồng,31.3,215.0,9.0,0,số 12,Phường 4,Quận 4,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
2067,14500,2,2,T.Bắc,11.4,3.9,Sổ hồng,51.7,95.5,4.7,0,đoàn thị điểm,Phường 1,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,0,1,"(10000.0, 20000.0]"
2069,8900,7,8,T.Bắc,16.5,5.1,Sổ hồng,77.8,259.1,4.06,0,số 2,Phường 3,Quận Gò Vấp,2,1,1,0,0,0,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
2070,5500,6,7,T.Bắc,15.36,4.15,Sổ hồng,61.5,91.2,4.3,0,nơ trang long,Phường 11,Quận Bình Thạnh,1,0,0,0,1,0,1,1,1,0,0,0,0,"(4000.0, 10000.0]"
2072,4000,2,2,Đ.Nam,6.97,3.44,Sổ hồng,24.7,49.4,4.0,0,đoàn văn bơ,Phường 9,Quận 4,1,0,0,0,0,0,0,1,1,0,1,0,0,"(900.0, 4000.0]"
2073,5000,2,2,Đ.Nam,12.1,4.05,Sổ hồng,48.8,96.9,7.0,0,hương lộ 2,Phường Bình Trị Đông A,Quận Bình Tân,2,1,0,0,1,1,0,0,0,1,0,0,0,"(4000.0, 10000.0]"
2074,13500,6,5,Nam,13.8,4.2,Sổ hồng,49.3,150.1,3.0,0,hồ biểu chánh,Phường 11,Quận Phú Nhuận,2,1,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
2075,3700,3,4,Bắc,9.05,4.01,Sổ hồng,32.3,70.8,2.0,0,bùi minh trực,Phường 6,Quận 8,2,1,0,0,1,1,0,0,1,0,0,0,0,"(900.0, 4000.0]"
2076,15000,1,4,Đ.Bắc,12.86,7.15,Sổ hồng,124.0,143.9,12.0,1,số 3,Phường An Phú,Quận 2,1,0,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
2077,3000,2,3,T.Nam,13.0,4.0,Sổ hồng,52.0,92.0,5.0,0,quốc lộ 1a,Phường An Phú Đông,Quận 12,1,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
2078,4000,1,2,T.Bắc,6.4,3.35,Sổ hồng,19.8,39.4,2.5,0,võ văn kiệt,Phường Cô Giang,Quận 1,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
2079,16000,5,4,Đ.Nam,20.0,4.0,Sổ hồng,80.0,245.2,12.0,1,chợ lớn,Phường 11,Quận 6,2,1,1,0,1,0,1,0,1,0,0,0,0,"(10000.0, 20000.0]"
2080,16000,5,4,Bắc,18.8,5.4,Sổ hồng,95.1,248.2,4.0,0,phạm văn hai,Phường 5,Quận Tân Bình,3,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
2082,9000,5,4,Đ.Nam,11.44,3.8,Sổ hồng,43.6,186.2,4.4,0,đào duy anh,Phường 9,Quận Phú Nhuận,2,1,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
2083,53000,4,4,Tây,30.0,16.0,Sổ hồng,480.3,145.2,5.0,0,nguyễn thị thập,Phường Tân Phú,Quận 7,2,0,0,0,1,1,0,1,0,0,0,0,0,"(50000.0, 101000.0]"
2084,6800,4,5,Đ.Bắc,18.1,2.9,Sổ hồng,60.8,141.9,3.0,0,lý chính thắng,Phường 8,Quận 3,2,1,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
2085,6200,4,4,Bắc,10.6,5.11,Sổ hồng,54.1,142.3,4.2,0,ụ ghe,Phường Tam Phú,Quận Thủ Đức,2,1,0,0,1,1,1,1,1,1,0,0,0,"(4000.0, 10000.0]"
2086,9000,4,4,Bắc,20.0,5.0,Sổ hồng,100.0,60.3,6.0,0,số 48,Phường 16,Quận 8,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
2087,4900,3,4,T.Nam,11.0,3.8,Sổ hồng,34.1,111.8,2.0,0,cao thắng,Phường 11,Quận 10,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
2088,4300,2,2,Đ.Bắc,5.85,8.0,Sổ hồng,45.8,101.5,2.3,0,xô viết nghệ tĩnh,Phường 25,Quận Bình Thạnh,1,0,0,0,1,1,0,1,1,0,1,0,0,"(4000.0, 10000.0]"
2089,2000,1,1,T.Bắc,7.2,4.6,Sổ hồng,24.5,45.1,1.53,0,số 5,Phường Linh Xuân,Quận Thủ Đức,1,0,0,0,1,1,0,1,0,1,0,0,0,"(900.0, 4000.0]"
2090,21000,6,4,T.Bắc,27.82,8.0,Sổ hồng,214.4,200.0,16.0,1,tô ngọc vân,Phường Tam Phú,Quận Thủ Đức,2,0,0,0,1,1,0,1,1,0,0,0,0,"(20000.0, 50000.0]"
